Adamow (siedleckie),22.15,51.45
Adamow (zamojskie),23.1,50.36
Adamowka,22.42,50.16
Aleksandrow,19.59,51.16
Aleksandrow Kujawski,18.42,52.53
Aleksandrow lodzki,19.19,51.49
Alwernia,19.32,50.04
Andrespol,19.37,51.44
Andrychow,19.2,49.52
Andrzejewo,22.12,52.5
Annopol,21.52,50.53
Augustow,22.58,53.51
Babiak,18.41,52.2
Babice,19.26,50.04
Babimost,15.5,52.09
Baborow,17.59,50.09
Baboszewo,20.15,52.42
Backowice,21.14,50.48
Bakalarzewo,22.39,54.06
Baligrod,22.17,49.21
Baltow,21.32,51.01
Banie,14.38,53.06
Banie Mazurskie,22.03,54.15
Baranowicze,26.02,53.08
Baranowo,21.18,53.11
Baranow (kaliskie),18,51.16
Baranow (lubelskie),22.09,51.34
Baranow (skierniewickie),20.28,52.07
Baranow Sandomierski,21.33,50.3
Barciany,21.21,54.13
Barcin,17.57,52.52
Barczewo,20.41,53.5
Bardo,16.45,50.31
Barglow Koscielny,22.5,53.46
Barlinek,15.13,52.59
Bartoszyce,20.48,54.15
Baruchowo,19.15,52.3
Barwice,16.21,53.44
Batorz,22.3,50.5
Badkowo,18.47,52.42
Bedlno,19.34,52.13
Bejsce,20.36,50.15
Belsk Duzy,20.49,51.5
Belchatow,19.22,51.22
Belzyce,22.17,51.1
Bestwina,19.03,49.54
Bedkow,19.45,51.35
Bedzin,19.08,50.19
Bedzino,15.59,54.12
Biala (opolskie),17.4,50.23
Biala (sieradzkie),18.27,51.16
Biala Piska,22.04,53.37
Biala Podlaska,23.07,52.02
Biala Rawska,20.29,51.48
Bialaczow,20.18,51.18
Biale Blota,17.55,53.06
Bialobrzegi (rzeszow.),22.21,50.07
Bialobrzegi (radomskie),20.57,51.39
Bialogard,15.59,54
Bialopole,23.44,50.59
Bialosliwie,17.07,53.06
Bialowieza,23.52,52.42
Bialy Bor,16.5,53.44
Bialy Dunajec,20.02,49.22
Bialystok,23.1,53.08
Biecz,21.16,49.44
Bielany,22.15,52.2
Bielawa,16.37,50.42
Bielawy,19.39,52.04
Bielice,14.43,53.12
Bieliny,20.55,50.51
Bielsk,19.48,52.41
Bielsk Podlaski,23.12,52.46
Bielsko-Biala,19.04,49.5
Bierawa,18.16,50.17
Bierutow,17.33,51.07
Bierzwnik,15.4,53.02
Biesiekierz,16.03,54.08
Biezun,19.52,52.57
Bilgoraj,22.43,50.32
Bircza,22.28,49.42
Biskupice,20.07,49.58
Biskupiec (torunskie),19.21,53.3
Biskupiec (olsztynskie),20.57,53.52
Biszcza,22.38,50.25
Bisztynek,20.54,54.05
Blachownia,18.58,50.47
Bledzew,15.24,52.31
Blizanow,18.01,51.54
Blizyn,20.45,51.06
Blaszki,18.26,51.39
Blazowa,22.06,49.54
Bledow,20.42,51.47
Blonie,20.36,52.12
Bobolice,16.35,53.57
Bobowa,20.57,49.43
Bobrowice,15.05,51.57
Bobrowniki (katowickie),18.59,50.23
Bobrowniki (wloclawskie),18.58,52.46
Bobrowo,19.16,53.17
Bochnia,20.25,49.58
Bocki,23.02,52.39
Bodzanow,20.02,52.31
Bodzechow,21.23,50.51
Bodzentyn,20.57,50.57
Bogatynia,14.57,50.54
Bogdaniec,15.03,52.41
Bogoria,21.15,50.39
Boguchwala,21.57,49.59
Boguszow-Gorce,16.12,50.46
Boguty-Pianki,22.25,52.43
Bojadla,15.49,51.57
Bojanowo,16.45,51.42
Bojanow,21.57,50.26
Boleslaw,20.53,50.16
Boleslawiec (kaliskie),18.12,51.12
Boleslawiec (jeleniog.),15.34,51.16
Boleszkowice,14.33,52.43
Bolimow,20.1,52.05
Bolkow,16.06,50.55
Boniewo,18.54,52.28
Borek Wielkopolski,17.15,51.55
Borki,22.32,51.44
Borkowice,20.42,51.19
Borowa,21.21,50.23
Borowiczki,19.45,52.31
Borowie,21.46,51.57
Borow,17,50.53
Boryslaw,23.27,49.16
Borzechow,22.17,51.06
Borzecin,20.42,50.06
Borzytuchom,17.23,54.13
Branice,17.47,50.03
Braniewo,19.5,54.23
Bransk,22.5,52.45
Branszczyk,21.36,52.37
Braslaw,27.02,55.38
Braszewice,18.27,51.3
Brodnica (poznanskie),16.53,52.09
Brodnica (torunskie),19.24,53.15
Brody (kieleckie),21.14,51.02
Brody (zielonogorskie),14.45,51.45
Brody,25.1,50.06
Brojce,15.21,53.57
Brok,21.51,52.42
Brojce,19.38,51.4
Brudzen Duzy,19.29,52.4
Brudzew,18.36,52.06
Brusy,17.44,53.53
Brwinow,20.43,52.08
Brzeg,17.29,50.52
Brzeg Dolny,16.43,51.16
Brzesko,20.37,49.58
Brzeszcze,19.09,49.59
Brzesc Kujawski,18.53,52.37
Brzesc nad Bugiem,23.42,52.06
Brzeziny (kaliskie),18.16,51.36
Brzeziny (skierniewic.),19.45,51.48
Brzeznica (bielskie),19.37,49.58
Brzeznica (zielonogor.),15.24,51.43
Brzeznio,18.38,51.3
Brzezno,15.47,53.42
Brzezany,24.56,49.27
Brzostek,21.25,49.53
Brzozie,19.36,53.19
Brzozow,22.02,49.42
Brzuze,19.15,53.03
Brzyska,21.23,49.49
Buczacz,25.23,49.04
Buczek,19.1,51.3
Budry,21.53,54.15
Budzow,19.41,49.47
Budzyn,16.59,52.54
Buk,16.31,52.22
Bukowiec,18.14,53.26
Bukowina Tatrzanska,20.06,49.2
Bukowno,19.26,50.16
Bukowsko,22.03,49.29
Bulkowo,20.07,52.33
Burzenin,18.5,51.27
Busko Zdroj,20.48,50.28
Bychawa,22.33,51.01
Byczyna,18.13,51.07
Bydgoszcz,18,53.07
Bystrzyca Klodzka,16.38,50.18
Bytnica,15.09,52.09
Bytom,18.54,50.23
Bytom Odrzanski,15.5,51.44
Byton,18.35,52.34
Bytow,17.3,54.1
Cedry Wielkie,18.51,54.15
Cedynia,14.12,52.53
Ceglow,21.44,52.09
Cekcyn,18.01,53.35
Cekow-Kolonia,18.18,51.53
Celestynow,21.23,52.03
Ceranow,22.14,52.38
Cewice,17.44,54.27
Charsznica,19.56,50.25
Chasno,19.56,52.11
Chelm,23.29,51.08
Chelmek,19.14,50.06
Chelmiec,20.4,49.38
Chelmno,18.26,53.21
Chelmza,18.36,53.12
Checiny,20.27,50.48
Chlewiska,20.46,51.15
Chlopice,22.41,49.57
Chmielnik,20.45,50.37
Chmielnik Rzeszowski,22.07,49.59
Chmielno,18.06,54.2
Chocen,19.01,52.3
Chocianow,15.54,51.25
Chociwel,15.19,53.27
Chocz,17.53,51.58
Choczewo,17.53,54.45
Chodecz,19.02,52.24
Chodel,22.08,51.07
Chodow,19.02,52.15
Chodziez,16.55,52.59
Chojna,14.25,52.58
Chojnice,17.33,53.42
Chojnow,15.56,51.17
Choreszcz,22.59,53.09
Chorkowka,21.41,49.39
Choroszcz,22.59,53.09
Chorzele,20.53,53.16
Chorzow,18.57,50.18
Choszczno,15.24,53.1
Chotcza,21.45,52.14
Chrostkowo,19.15,53.57
Chrzanow (katowickie),19.24,50.08
Chrzanow (tarnobrzeskie),22.36,50.46
Chrzastowice,18.04,50.4
Chrzypsko Wielkie,16.14,52.38
Chybie,18.49,49.54
Chynow,21.05,51.54
Ciasna,18.37,50.46
Ciechanowiec,22.3,52.41
Ciechanow,20.38,52.52
Ciechocin,18.56,53.04
Ciechocinek,18.47,52.53
Cieladz,20.21,51.43
Ciepielow,21.35,51.15
Cieplowody,16.55,50.41
Cieplice slaskie-Zdroj,15.41,50.52
Cieszanow,23.08,50.14
Cieszkow,17.22,51.38
Cieszyn,18.38,49.45
Ciezkowice,20.58,49.48
Cisek,18.13,50.17
Cisna,22.2,49.13
Cmolas,21.45,50.18
Cybinka,14.48,52.12
Cycow,23.08,51.18
Czajkow,18.21,51.29
Czaplinek,16.14,53.33
Czarna (krosnienskie),22.41,49.19
Czarna (tarnowskie),21.15,50.04
Czarna (rzeszowskie),22.12,50.07
Czarna Bialostocka,23.18,53.18
Czarna Dabrowka,17.34,54.22
Czarne,16.56,53.42
Czarnia,21.11,53.21
Czarnkow,16.34,52.54
Czarnocin (kieleckie),20.31,50.21
Czarnocin (piotrkowskie),19.41,51.35
Czrnozyly,18.34,51.17
Czarny Bor,16.07,50.46
Czarny Dunajec,19.52,49.27
Czastary,18.2,51.16
Czchow,20.41,49.5
Czechowice-Dziedzice,19.01,49.5
Czemierniki,22.38,51.41
Czempin,16.45,52.08
Czeremcha,23.21,52.31
Czermin (rzeszowskie),21.2,50.2
Czermin (kaliskie),17.45,51.57
Czernica,17.15,51.03
Czernice Borowe,20.43,53.02
Czernichow,19.41,49.59
Czerniejewo,17.29,52.26
Czerniewice,20.1,51.39
Czernikowo,18.56,52.57
Czersk,17.58,53.48
Czerwiensk,15.26,52.01
Czerwin,21.46,52.57
Czerwinsk nad Wisla,20.18,52.23
Czerwonak,16.59,52.28
Czerwonka,21.12,52.53
Czestochowa,19.07,50.48
Czlopa,16.06,53.05
Czluchow,17.21,53.41
Czorsztyn,20.19,49.26
Czosnow,20.43,52.24
Czudec,21.51,49.57
Czyze,23.26,52.47
Czyzew-Osada,22.18,52.48
cmielow,21.31,50.54
Daleszyce,20.48,50.48
Dalikow,19.06,51.53
Damaslawek,17.3,52.5
Damnica,17.17,54.3
Darlowo,16.24,54.25
Daszyna,19.11,52.09
Dawidgrodek,27.14,52.03
Dabie (koninskie),18.49,52.05
Dabie (zielonogorskie),15.1,52.01
Dabrowa (opolskie),17.45,50.41
Dabrowa (bydgoskie),17.57,52.44
Dabrowa Bialostocka,23.21,53.39
Dabrowa Biskupia,18.32,52.47
Dabrowa Chelminska,18.18,53.11
Dabrowa Gornicza,19.16,50.19
Dabrowa Tarnowska,20.59,50.11
Dabrowa Zielona,19.33,50.51
Dabrowice,19.05,52.19
Dabrowka,21.17,52.29
Dabrowno,20.03,53.26
Debrzno,17.14,53.33
Deszczno,15.18,52.4
Debe Wielkie,21.26,52.12
Debica,21.25,50.03
Deblin,21.52,51.34
Debnica Kaszubska,17.1,54.23
Debno (tarnowskie),20.43,49.58
Debno (gorzowskie),14.42,52.44
Debowa Kloda,23.01,51.36
Debowa laka,19.06,53.15
Debowiec (krosnienskie),21.28,49.41
Debowiec (bielskie),18.43,49.48
Dlugoleka,17.12,51.1
Dlugosiodlo,21.36,52.46
Dlutow,19.24,51.33
Dmosin,19.45,51.55
Dobczyce,20.06,49.53
Dobiegniew,15.45,52.58
Dobra (koninskie),18.37,51.55
Dobra (nowosadeckie),20.15,49.43
Dobra (szczecinskie),14.23,53.29
Dobra (szczecinskie),15.18,53.34
Dobrcz,18.09,53.16
Dobre (siedleckie),21.41,52.19
Dobre (wloclawskie),18.33,52.41
Dobre Miasto,20.24,53.59
Dobrodzien,18.27,50.44
Dobromierz,16.15,50.55
Dobromil,22.47,49.34
Dobroszyce,17.21,51.16
Dobryszyce,19.25,51.09
Dobrzany,15.25,53.21
Dobrzelin,19.37,52.14
Dobrzen Wielki,17.51,50.46
Dobrzyca,17.37,51.52
Dobrzyniewo Koscielne,23.03,53.12
Dobrzyn nad Wisla,19.2,52.39
Dolice,15.12,53.11
Dolsk,17.04,51.59
Dolhobyczow,24.02,50.35
Domaniewice,19.48,52.01
Domaniow,17.08,50.59
Domaradz,21.59,49.48
Domaszowice,17.53,51.03
Dominowo,17.22,52.18
Dopiewo,16.4,52.21
Dorohusk,23.49,51.09
Doruchow,18.05,51.25
Dragacz,18.44,53.3
Drawno,15.45,53.13
Drawsko,16.02,52.51
Drawsko Pomorskie,15.48,53.32
Drelow,22.53,51.55
Drezdenko,15.49,52.51
Drobin,19.59,52.44
Drohiczyn,22.39,52.24
Drohobycz,23.3,49.21
Druzbice,19.24,51.27
Drwinia,20.26,50.06
Drzewica,20.28,51.27
Drzycim,18.19,53.31
Dubeninki,22.34,54.18
Dubicze Cerkiewne,23.26,52.39
Dubiecko,22.24,49.5
Dubienka,23.53,51.03
Dukla,21.41,49.33
Duszniki,16.24,52.27
Duszniki-Zdroj,16.23,50.24
Dwikozy,21.47,50.44
Dydnia,22.12,49.41
Dygowo,15.43,54.08
Dynow,22.14,49.49
Dywity,20.29,53.5
Dziadkowice,22.54,52.34
Dziadowa Kloda,17.42,51.14
Dzialdowo,20.11,53.14
Dzialoszyce,20.21,50.22
Dzialoszyn,18.52,51.07
Dziemiany,17.47,54.01
Dzierzaznia,20.14,52.38
Dzierzgon,19.21,53.56
Dzierzgowo,20.39,53.09
Dzierzkowice,22.05,50.58
Dzierzoniow,16.38,50.43
Dziwnow,14.45,54.02
Dzwola,22.35,50.42
Dzwierzuty,20.58,53.42
Elblag,19.24,54.1
Elk,22.21,53.29
Fabianki,19.06,52.43
Fajslawice,22.57,51.06
Falkow,20.06,51.08
Filipow,22.37,54.11
Firlej,22.31,51.34
Frampol,22.41,50.41
Fredropol,22.45,49.42
Frombork,19.41,54.21
Frysztak,21.37,49.5
Gac,22.22,50.02
Galewice,18.16,51.2
Garbatka-Letnisko,21.37,51.3
Garbow,22.21,51.21
Gardeja,18.57,53.37
Garwolin,21.38,51.54
Gaszowice,18.26,50.07
Gaworzyce,15.53,51.38
Gabin,19.43,52.24
Gasawa,17.45,52.46
Gdansk,18.38,54.22
Gdow,20.12,49.54
Gdynia,18.32,54.32
Giby,23.22,54.02
Gidle,19.28,50.58
Gielniow,20.28,51.24
Gieraltowice,18.43,50.13
Gietrzwald,20.15,53.45
Gilowice-slemien,19.18,49.42
Gizalki,17.47,52.03
Gizycko,21.47,54.02
Glinojeck,20.17,52.49
Gliwice,18.4,50.17
Glebokie,27.41,55.08
Glogow,16.05,51.39
Glogow Malopolski,21.58,50.09
Glogowek,17.51,50.21
Glowaczow,21.2,51.38
Glowno,19.43,51.58
Glowczyce,17.22,54.37
Glubczyce,17.5,50.12
Glucholazy,17.23,50.19
Gluchow,20.04,51.47
Glusk,22.36,51.12
Gluszyca,16.22,50.41
Gniew,18.49,53.51
Gniewino,18.01,54.43
Gniewkowo,18.25,52.54
Gniewoszow,21.49,51.28
Gniezno,17.36,52.32
Gnojnik,20.36,49.54
Gnojno,20.51,50.37
Godkowo,19.54,54.05
Godow,18.29,49.56
Godzianow,20.02,51.53
Godziesze Wielkie,18.11,51.39
Godziszow,22.29,50.46
Gogolin,18.02,50.3
Golczewo,14.58,53.59
Goleniow,14.49,53.33
Goleszow,18.44,49.44
Golina,18.06,52.15
Golub-Dobrzyn,19.03,53.07
Golancz,17.18,52.57
Golcza,19.55,50.21
Goldap,22.18,54.18
Goluchow,17.56,51.51
Golymin-Osrodek,20.53,52.48
Gomunice,19.29,51.1
Goniadz,22.44,53.29
Goraj,22.41,50.43
Gorlice,21.1,49.4
Gorzkowice,19.36,51.13
Gorzkow,23,50.56
Gorzow slaski,18.26,51.02
Gorzow Wielkopolski,15.14,52.44
Gorzyce (katowickie),18.24,49.58
Gorzyce (tarnobrzeskie),21.5,50.4
Gostycyn,17.48,53.29
Gostynin,19.28,52.25
Gostyn,17.01,51.53
Goszczanow,18.31,51.47
Goszczyn,20.52,51.44
Goscieradow,22,50.52
Goscino,15.38,54.03
Gowarczow,20.27,51.17
Goworowo,21.34,52.54
Gozdnica,15.06,51.26
Gozdowo,19.41,52.44
Gora,16.33,51.4
Gora Kalwaria,21.13,51.59
Gora swietej Malgorzaty,19.19,52.03
Gorno,20.49,50.51
Gorowo Ilawieckie,20.3,54.17
Gorzno (siedleckie),21.43,51.51
Gorzno (torunskie),19.38,53.12
Gorzyca,14.38,52.29
Gozd,21.23,51.23
Grabica,19.32,51.29
Grabowiec,23.33,50.49
Grabowo,22.09,53.28
Grabow,19.01,52.07
Grabow nad Pilica,21.14,51.44
Grabow nad Prosna,18.07,51.3
Grajewo,22.27,53.39
Granowo,16.32,52.13
Grazawy,19.34,53.15
Grebkow,21.55,52.16
Grebocice,16.1,51.36
Greboszow,20.47,50.15
Grebow,21.53,50.34
Grodkow,17.23,50.42
Grodno,23.5,53.41
Grodziczno,19.46,53.25
Grodziec,18.04,52.02
Grodzisk,22.45,52.35
Grodzisk Mazowiecki,20.37,52.06
Grodzisk Wielkopolski,16.22,52.14
Grodzisko Dolne,22.28,50.1
Gromadka,15.46,51.22
Gromnik,20.57,49.5
Gronowo Elblaskie,19.18,54.05
Grodek,23.4,53.06
Grodek nad Dunajcem,20.44,49.45
Grojec,20.52,51.52
Grudusk,20.36,53.04
Grudziadz,18.46,53.29
Grunwald,20.05,53.33
Gruta,18.58,53.27
Grybow,20.57,49.38
Gryfice,15.12,53.54
Gryfino,14.29,53.15
Gryfow slaski,15.25,51.02
Grzegorzew,18.44,52.12
Grzmiaca,16.26,53.5
Gubin,14.43,51.57
Gzy,20.56,52.45
Haczow,21.54,49.4
Hajnowka,23.35,52.45
Halinow,21.21,52.14
Hanna,23.31,51.43
Hansk,23.24,51.24
Harasiuki,22.29,50.28
Hazlach,18.37,49.48
Hel,18.48,54.36
Herby,18.53,50.4
Horodlo,24.03,50.54
Horyniec,23.22,50.12
Hrubieszow,23.53,50.48
Huszlew,22.5,52.08
Hyzne,22.11,49.55
Igolomia-Wawrzenczyce,20.18,50.06
Ilawa,19.34,53.36
Ilowa,15.12,51.3
Ilowo-Osada,20.18,53.1
Ilow,20.02,52.21
Ilza,21.15,51.1
Imielno,20.26,50.35
Inowlodz,20.13,51.32
Inowroclaw,18.15,52.48
Insko,15.32,53.26
Irzadze,19.41,50.38
Istebna,18.54,49.34
Iwaniska,21.16,50.44
Iwanowice,19.59,50.14
Iwierzyce,21.46,50.02
Iwkowa,20.35,49.5
Iwonicz-Zdroj,21.48,49.34
Izbica,23.1,50.54
Izbica Kujawska,18.46,52.25
Izbicko,18.1,50.34
Jablonka,19.42,49.29
Jablonna (lubelskie),22.36,51.05
Jablonna (warszawskie),20.54,52.23
Jablonna Lacka,22.27,52.29
Jablonowo,19.04,53.24
Jablonowo Pomorskie,19.04,53.24
Jablon,23.05,51.43
Jadow,21.38,52.29
Jaktorow,20.32,52.05
Jakubow,21.41,52.13
Janikowo,18.06,52.45
Janowice Wielkie,15.55,50.53
Janowiec,21.54,51.19
Janowiec Koscielny,20.31,53.18
Janowiec Wielkopolski,17.29,52.45
Janowo,20.4,53.19
Janow (czestochowskie),19.26,50.43
Janow (bialostockie),23.14,53.28
Janow Lubelski,22.25,50.42
Janow Podlaski,23.13,52.12
Jaraczewo,17.18,51.58
Jarczow,23.35,50.26
Jarocin (tarnobrzeskie),22.2,50.34
Jarocin (kaliskie),17.3,51.58
Jaroslaw,22.42,50.02
Jasienica,18.56,49.49
Jasienica Rosielna,21.57,49.45
Jasieniec,20.56,51.49
Jasien,15.01,51.45
Jasionowka,23.02,53.24
Jaslo,21.28,49.44
Jastarnia,18.4,54.42
Jastkow,22.27,51.19
Jastrowie,16.49,53.26
Jastrzab,20.57,51.14
Jastrzebia,21.12,51.28
Jastrzebie-Zdroj,18.35,49.57
Jaswily,22.58,53.24
Jawor,16.12,51.04
Jawornik Polski,22.17,49.54
Jaworzno,19.16,50.13
Jaworzyna slaska,16.26,50.55
Jedlicze,21.38,49.43
Jedlina-Zdroj,16.21,50.43
Jedlinsk,21.02,51.31
Jedlnia-Letnisko,21.19,51.26
Jednorozec,21.03,53.09
Jedwabne,22.18,53.17
Jedwabno,20.44,53.32
Jelcz-Laskowice,17.19,51.01
Jelenia Gora,15.44,50.54
Jeleniewo,22.55,54.13
Jelesnia,19.19,49.39
Jemielnica,18.23,50.33
Jemielno,16.33,51.32
Jerzmanowa,16.03,51.36
Jerzmanowice-Przeginia,19.45,50.12
Jeziora Wielkie,18.16,52.32
Jeziorany,20.45,53.58
Jeziorzany,22.17,51.36
Jezewo,18.29,53.31
Jezowe,22.1,50.23
Jezow,19.58,51.48
Jezow Sudecki,15.45,50.56
Jedrzejow,20.18,50.39
Jodlowa,21.19,49.53
Jodlownik,20.14,49.47
Joniec,20.35,52.36
Jonkowo,20.19,53.5
Jordanow,19.5,49.39
Jordanow slaski,16.52,50.52
Jozefow (zamojskie),23.04,50.29
Jozefow (lubelskie),21.51,51.02
Jozefow (warszawskie),21.14,52.09
Juchnowiec Dolny,23.08,53.01
Jutrosin,17.11,51.38
Kaczory,16.52,53.07
Kadzidlo,21.28,53.14
Kalety,18.54,50.34
Kalinowo,22.41,53.53
Kaliska,18.13,53.55
Kalisz,18.06,51.46
Kalisz Pomorski,15.54,53.17
Kalwaria Zebrzydowska,19.4,49.53
Kaluszyn,21.49,52.13
Kamienica,20.21,49.34
Kamienica Polska,19.09,50.41
Kamieniec,16.27,52.1
Kamieniec Zabkowicki,16.52,50.32
Kamienna Gora,16.02,50.47
Kamiennik,17.09,50.34
Kamien (rzeszowskie),22.09,50.2
Kamien (chelmskie),23.35,51.06
Kamien Koszyrski,24.58,51.38
Kamien Krajenski,17.31,53.32
Kamien Pomorski,14.46,53.58
Kamiensk,19.3,51.13
Kamionka,22.28,51.29
Kamionka Strumilowa,24.2,50.07
Kamionka Wielka,20.49,49.35
Kampinos,20.28,52.16
Kanczuga,22.25,49.59
Karczew,21.15,52.04
Karczmiska,22.01,51.14
Kargowa,15.52,52.04
Karlino,15.53,54.02
Karnice,15.03,54.01
Karniewo,20.59,52.5
Karpacz,15.44,50.47
Karsin,17.55,53.54
Kartuzy,18.12,54.2
Katowice,19,50.15
Kaweczyn,18.32,51.54
Kazanow,21.28,51.17
Kazimierz Biskupi,18.1,52.19
Kazimierz Dolny,21.58,51.19
Kazimierza Wielka,20.29,50.16
Kazmierz,16.35,52.3
Kakolewnica Wschodnia,22.42,51.54
Katy Wroclawskie,16.46,51.02
Kcynia,17.29,52.59
Kedzierzyn-Kozle,18.12,50.21
Kepice,16.52,54.15
Kepno,17.59,51.17
Kesowo,17.34,53.34
Ketrzyn,21.23,54.05
Kety,19.13,49.53
Kielce,20.37,50.53
Kielczyglow,18.59,51.14
Kiernozia,19.52,52.16
Kietrz,18.01,50.05
Kije,20.34,50.36
Kijewo Krolewskie,18.27,53.16
Kikol,19.07,52.55
Kisielice,19.15,53.36
Kiszkowo,17.16,52.35
Kiwerce,25.27,50.5
Kiwity,20.46,54.06
Kleczew,18.11,52.22
Klembow,21.2,52.24
Kleszczele,23.2,52.35
Kleszczewo,17.1,52.2
Kleszczow,19.18,51.13
Klimontow,21.27,50.4
Klonowa,18.26,51.25
Kluczbork,18.13,50.58
Klucze,19.34,50.2
Kluczewsko,19.55,50.56
Kluki,19.14,51.21
Klukowo,22.31,52.47
Klwow,20.38,51.32
Klaj,20.18,50
Klecko,17.26,52.37
Klobuck,18.56,50.55
Kloczew,21.58,51.44
Klodawa (koninskie),18.55,52.15
Klodawa (gorzowskie),15.12,52.47
Klodzko,16.39,50.27
Klomnice,19.22,50.56
Knurow,18.41,50.13
Knyszyn,22.55,53.18
Kobiele Wielkie,19.37,51.02
Kobierzyce,16.56,50.58
Kobryn,24.21,52.13
Kobyla Gora,17.51,51.23
Kobylanka,14.51,53.21
Kobylin,17.14,51.42
Kobylin-Borzymy,22.41,53.06
Kobylnica,16.59,54.27
Kobylka,21.11,52.21
Kochanowice,18.45,50.43
Kocierzew Poludniowy,20.01,52.14
Kock,22.27,51.39
Kocmyrzow-Luborzyca,20.06,50.08
Koczala,17.04,53.54
Koden,22.37,51.55
Kodrab,19.38,51.06
Kolbudy Gorne,18.27,54.16
Kolbuszowa,21.47,50.14
Kolno (lomzynskie),21.56,53.24
Kolno (olsztynskie),21,53.59
Kolonowskie,18.23,50.39
Kolsko,15.58,51.57
