Adamow (siedleckie),22.15,51.45
Koluszki,19.49,51.45
Kolaczkowo,17.37,52.13
Kolaczyce,21.26,49.48
Kolaki Koscielne,22.23,53.01
Kolbaskowo,14.25,53.2
Kolbiel,21.29,52.04
Kolczyglowy,17.14,54.14
Kolo,18.39,52.12
Kolobrzeg,15.34,54.1
Kolomyja,25.04,48.32
Komancza,22.04,49.21
Komarow-Osada,23.29,50.38
Komarowka Podlaska,22.57,51.48
Komorniki,16.48,52.21
Komprachcice,17.49,50.38
Konarzyny,17.22,53.5
Kondratowice,16.56,50.46
Koneck,18.43,52.47
Koniecpol,19.41,50.47
Konin,18.16,52.13
Koniusza,20.13,50.12
Konopiska,19.01,50.44
Konopnica,18.5,51.21
Konstancin-Jeziorna,21.08,52.05
Konstantynow,23.05,52.12
Konstantynow lodzki,19.2,51.45
Konskie,20.25,51.12
Konskowola,22.04,51.25
Koprzywnica,21.35,50.36
Korczew,22.37,52.22
Korczyna,21.49,49.43
Korfantow,17.36,50.29
Koronowo,17.56,53.19
Korsze,21.08,54.1
Korytnica,21.51,52.25
Korzenna,20.51,49.41
Kosakowo,18.29,54.36
Kosow Lacki,22.09,52.35
Kostomloty,16.32,51.03
Kostopol,26.26,50.53
Kostrzyn (poznanskie),17.13,52.24
Kostrzyn (gorzowskie),14.38,52.36
Koszalin,16.11,54.11
Koszarawa,19.24,49.38
Koszecin,18.51,50.38
Koszyce,20.34,50.11
Koscian,16.39,52.05
Koscielec,18.34,52.11
Koscierzyna,17.58,54.07
Kotla,16.02,51.45
Kotlin,17.39,51.55
Kotun,22.04,52.11
Kowal,19.09,52.32
Kowala,21.04,51.19
Kowale Oleckie,22.26,54.1
Kowalewo,18.54,53.1
Kowalewo Pomorskie,18.54,53.1
Kowary,15.49,50.48
Kowel,24.41,51.14
Kowiesy,20.26,51.53
Kozieglowy,19.1,50.36
Kozielice,14.48,53.06
Kozienice,21.33,51.35
Kozlowo,20.18,53.19
Kozlow,20.01,50.29
Kozy,19.09,49.51
Kozmin,17.27,51.49
Kozminek,18.21,51.48
Kozuchow,15.36,51.45
Kornik,17.05,52.15
Krajenka,16.59,53.23
Krakow,19.57,50.03
Krakow Krowodrza,19.58,50.05
Krakow Nowa Huta,20.05,50.05
Krakow Podgorze,19.55,50.01
Krakow srodmiescie,19.58,50.04
Kramsk,18.26,52.16
Krapkowice,17.58,50.28
Krasiczyn,22.4,49.47
Krasne (rzeszowskie),22.06,50.03
Krasne (ciechanowskie),20.59,52.55
Krasnobrod,23.14,50.33
Krasnopol,23.12,54.07
Krasnosielc,21.09,53.02
Krasnystaw,23.11,50.59
Krasocin,20.07,50.54
Kraszewice,18.15,51.3
Krasniczyn,23.22,50.56
Krasnik,22.14,50.55
Krempna,21.31,49.31
Krobia,16.59,51.47
Kroczyce,19.35,50.34
Krokowa,18.1,54.46
Krosno,21.46,49.42
Krosno Odrzanskie,15.06,52.02
Kroscienko nad Dunajcem,20.25,49.26
Krosnice,17.22,51.28
Krosniewice,19.1,52.16
Krotoszyce,16.03,51.09
Krotoszyn,17.26,51.41
Kruklanki,21.56,54.05
Kruszwica,18.19,52.41
Kruszyna,19.17,50.58
Krynica,20.58,49.26
Krynice,23.23,50.35
Krynki,23.47,53.16
Krypno,22.53,53.17
Krzanowice,18.08,50.01
Krzczonow,22.42,51.01
Krzemieniec,25.45,50.07
Krzemieniewo,16.51,51.51
Krzepice,18.44,50.58
Krzeszowice,19.38,50.08
Krzeszow,22.21,50.25
Krzeszyce,15,52.35
Krzecin,15.29,53.05
Krzykosy,17.22,52.07
Krzymow,18.27,52.12
Krzynowloga Mala,20.47,53.09
Krzywcza,22.33,49.48
Krzywda,22.12,51.48
Krzywin,16.49,51.58
Krzyz,16,52.53
Krzyzanowice,18.17,49.59
Krzyzanow,19.28,52.11
Ksiaz Wielki,20.08,50.27
Ksiaz Wielkopolski,17.14,52.03
Ksiazki,19.04,53.2
Ksiezpol,22.44,50.25
Kuczbork-Osada,20.02,53.05
Kudowa-Zdroj,16.15,50.27
Kulesze Koscielne,22.31,53.01
Kunice,16.15,51.14
Kunow,21.17,50.58
Kurow,22.12,51.24
Kurylowka,21.29,50.18
Kurzetnik,19.34,53.24
Kuslin,16.19,52.22
Kutno,19.22,52.14
Kuznia Raciborska,18.2,50.12
Kuznica,23.39,53.31
Kwidzyn,18.56,53.44
Kwilcz,16.05,52.33
Lanckorona,19.34,49.51
Laskowa,20.27,49.46
Lasowice Wielkie,18.14,50.53
Laszki,22.54,50.02
Latowicz,21.49,52.02
Ladek,17.57,52.12
Ladek-Zdroj,16.52,50.21
Legionowo,20.56,52.25
Legnica,16.1,51.13
Legnickie Pole,16.15,51.09
Lelis,21.34,53.11
Lelkowo,20.14,54.19
Lelow,19.37,50.41
Leoncin,20.32,52.24
Lesko,22.2,49.28
Leszczyny,18.39,50.08
Leszno,16.34,51.51
Leszno (warszawskie),20.36,52.16
Lesznowola,20.56,52.05
Lesna,15.16,51.01
Lesna Podlaska,23.01,52.08
Lesnica,18.12,50.26
Lesniowice,23.29,50.59
Lewin Brzeski,17.37,50.45
Lezajsk,22.26,50.16
Lebork,17.45,54.33
Lgota Wielka,19.19,51.09
Libiaz,19.19,50.07
Lichnowy,18.55,54.07
Lida,25.18,53.53
Lidzbark,19.49,53.16
Lidzbark Warminski,20.35,54.07
Limanowa,20.25,49.43
Linia,17.56,54.28
Liniewo,18.14,54.04
Lipce Reymontowskie,19.56,51.54
Lipiany,14.52,53
Lipie,18.48,51.01
Lipinki,21.18,49.4
Lipinki luzyckie,15,51.38
Lipka,17.15,53.3
Lipno,19.1,52.51
Lipnica,17.24,53.59
Lipnica Murowana,20.31,49.51
Lipnik,21.3,50.44
Lipno (leszczynskie),16.34,51.55
Lipno (wloclawskie),19.11,52.51
Lipowa,19.05,49.41
Lipowiec Koscielny,20.1,53.06
Lipsk,23.24,53.44
Lipsko,21.4,51.09
Lipusz,17.48,54.06
Lisewo,18.41,53.18
Lisia Gora,21.01,50.05
Liskow,18.24,51.49
Liszki,19.46,50.03
Liw,21.57,52.23
Lniano,18.13,53.32
Lubaczow,23.08,50.09
Lubanie,18.56,52.45
Luban,15.18,51.07
Lubartow,22.37,51.27
Lubasz,16.31,52.51
Lubawa,19.45,53.3
Lubawka,16,50.42
Lubenia,21.56,49.56
Lubichowo,18.23,53.52
Lubicz,18.46,53.03
Lubien,19.58,49.43
Lubien Kujawski,19.1,52.24
Lubiewo,18.02,53.28
Lubin,16.12,51.24
Lubiszyn,14.56,52.46
Lublin,22.34,51.14
Lubliniec,18.41,50.4
Lubniewice,15.15,52.31
Lubochnia,20.03,51.37
Lubomia,18.19,50.03
Lubomierz,15.31,51.01
Lubomino,20.15,54.04
Luboml,24.01,51.14
Lubon,16.53,52.21
Lubowidz,19.51,53.07
Lubraniec,18.5,52.33
Lubrza (opolskie),17.38,50.2
Lubrza (zielonogorskie),14.58,51.47
Lubsko,14.58,51.47
Lubsza,17.31,50.55
Lubycza Krolewska,23.31,50.2
Ludwin,22.55,51.21
Lutocin,19.46,52.59
Lutomiersk,19.13,51.45
Lutowiska,22.42,49.16
Lututow,18.26,51.22
Luzino,18.07,54.34
Lwow,24,49.5
Lwowek,16.11,52.27
Lwowek slaski,15.35,51.07
Lyski,18.23,50.07
labiszyn,17.55,52.57
labowa,20.51,49.32
labunie,23.22,50.39
ladzice,19.21,51.05
lagiewniki,16.51,50.48
lagow (kieleckie),21.05,50.47
lagow (zielonogorskie),15.18,52.2
lambinowice,17.33,50.32
lanieta,19.17,52.22
lancut,22.14,50.04
lapanow,20.17,49.52
lapsze Nizne,20.14,49.24
lapy,22.53,52.59
lasin,19.05,53.31
lask,19.08,51.36
laskarzew,21.37,51.48
laszczow,23.43,50.32
laziska,21.53,51.09
lazy,19.24,50.26
lack,19.37,50.28
lacko,20.26,49.34
leba,17.33,54.47
leczna,22.53,51.18
leczyca,19.12,52.03
leczyce,17.52,54.36
leka Opatowska,18.06,51.13
leki Szlacheckie,19.48,51.11
leknica,14.44,51.33
lobez,15.37,53.38
lobzenica,17.15,53.16
lochow,21.42,52.32
lodygowice,19.09,49.43
lomazy,23.11,51.54
lomianki,20.53,52.2
lomza,22.04,53.11
loniow,21.32,50.34
lopiennik Gorny,23.02,51.03
lopuszno,20.15,50.57
losice,22.43,52.13
lososina Dolna,20.36,49.44
lowicz,19.56,52.06
lodz,19.28,51.47
lodz Baluty,19.24,51.48
lodz Gorna,19.27,51.43
lodz Polesie,19.23,51.46
lodz srodmiescie,19.27,51.47
lodz Widzew,19.33,51.46
lubianka,18.28,53.08
lubniany,18,50.47
lubnice (tarnobrzeskie),21.09,50.25
lubnice (kaliskie),18.17,51.1
lubowo,17.28,52.31
luck,25.2,50.44
lukowa,22.57,50.23
lukowica,20.29,49.37
lukow,22.23,51.56
lukta,20.05,53.48
luzna,21.02,49.43
lyse,21.34,53.22
lysomice,18.36,53.06
lyszkowice,19.54,51.59
Maciejowice,21.34,51.42
Magnuszew,21.24,51.46
Majdan Krolewski,21.45,50.23
Makow,20.03,51.57
Makow Mazowiecki,21.06,52.52
Makow Podhalanski,19.39,49.44
Malanow,18.24,51.57
Malbork,19.02,54.02
Malczyce,16.29,51.13
Malechowo,16.3,54.18
Mala Wies,20.06,52.28
Maldyty,19.44,53.55
Malkinia Gorna,22.02,52.42
Malogoszcz,20.16,50.49
Malomice,15.27,51.33
Maly Plock,22.02,53.18
Manowo,16.18,54.07
Marcinowice,16.35,50.53
Marciszow,16.02,50.51
Margonin,17.05,52.58
Marianowo,15.16,53.23
Marki,21.06,52.2
Markowa,22.2,50.02
Markusy,19.22,54.03
Markuszow,22.16,51.23
Maslowice,19.47,51.07
Maslow,20.43,50.54
Maszewo (szczecinskie),15.03,53.3
Maszewo (zielonogorskie),14.54,52.04
Medyka,22.57,49.48
Melgiew,22.47,51.14
Mecinka,16.06,51.04
Medrzechow,20.57,50.17
Miastko,16.58,54
Miastkowo,21.5,53.09
Miastkow Koscielny,21.5,51.53
Miaczyn,23.31,50.44
Michalowice (krakowskie),19.59,50.1
Michalowice (warszaw.),20.53,52.09
Michalowo,23.37,53.02
Michalow,20.23,50.3
Michow,22.19,51.31
Miechow,20.02,50.21
Miedziana Gora,20.33,50.56
Miedzichowo,15.57,52.23
Miedzna,22.06,52.28
Miedzna,19.04,49.59
Miedzno,18.59,50.58
Miejsce Piastowe,21.48,49.38
Miejska Gorka,16.58,51.39
Mielec,21.26,50.17
Mieleszyn,17.3,52.4
Mielnik,23.03,52.2
Mielno,16.04,54.16
Mieroszow,16.11,50.4
Mierzecice,19.08,50.27
Mieszkowice,14.29,52.47
Miescisko,17.2,52.45
Mietkow,16.39,50.59
Miedzyborz,17.4,51.23
Miedzychod,15.53,52.36
Miedzylesie,16.41,50.09
Miedzyrzecz,15.34,52.31
Miedzyrzecz Podlaski,22.48,51.59
Miedzyzdroje,14.26,53.56
Miekinia,16.44,51.12
Mikolajki,21.35,53.48
Mikolajki Pomorskie,19.1,53.51
Mikolow,18.54,50.1
Mikstat,17.58,51.32
Milanow,22.54,51.42
Milanowek,20.39,52.07
Milejczyce,23.08,52.32
Milejowo,19.32,54.13
Milejow,22.56,51.13
Milicz,17.17,51.32
Milowka,19.05,49.34
Milakowo,20.05,54.01
Milki,21.53,53.57
Milkowice,16.04,51.16
Milomlyn,19.5,53.46
Miloradz,18.55,54.01
Miloslaw,17.3,52.13
Minsk Mazowiecki,21.33,52.11
Mircze,23.54,50.39
Miroslawiec,16.05,53.2
Mirow,21.03,51.11
Mirsk,15.23,50.58
Mirzec,21.03,51.08
Mlawa,20.23,53.07
Mlodzieszyn,20.12,52.18
Mlynary,19.43,54.11
Mniow,20.29,51.01
Mniszkow,20.02,51.22
Mochowo,19.33,52.46
Modliborzyce,22.2,50.45
Mogielnica,20.43,51.42
Mogilany,19.53,49.56
Mogilno,17.57,52.39
Mokobody,22.07,52.16
Mokrsko,18.29,51.11
Molodeczna,26.49,54.19
Monki,22.48,53.25
Morawica,20.37,50.45
Morag,19.56,53.55
Mordy,22.31,52.13
Moryn,14.22,52.51
Morzeszczyn,18.41,53.51
Mosina,16.5,52.14
Moskorzew,19.56,50.39
Moszczenica (nowosad.),21.06,49.44
Moszczenica (piotrkow.),19.42,51.3
Mragowo,21.18,53.52
Mrocza,17.36,53.15
Mrozy,21.49,52.1
Mstow,19.17,50.49
Mszana,18.32,49.58
Mszana Dolna,20.04,49.41
Mszczonow,20.31,51.59
Msciwojow,16.17,51.03
Mucharz,19.33,49.49
Murowana Goslina,17,52.34
Murow,17.57,50.52
Muszyna,20.55,49.21
Mycielin,18.15,51.56
Mykanow,19.11,50.56
Myslakowice,15.47,50.51
Myslowice,19.08,50.14
Myszkow,19.2,50.35
Myszyniec,21.21,53.23
Myslenice,19.57,49.5
Mysliborz,14.51,52.55
Nadarzyn,20.48,52.06
Naglowice-Oksa,20.06,50.4
Naklo nad Notecia,17.35,53.09
Naleczow,22.13,51.17
Namyslow,17.43,51.04
Narew,23.32,52.55
Narewka,23.45,52.51
Narol,23.2,50.21
Naruszewo,20.21,52.32
Nasielsk,20.48,52.36
Nawojowa,20.45,49.34
Nekla,17.25,52.22
Nedza,18.19,50.1
Nidzica,20.25,53.21
Nieborow,20.04,52.04
Niebylec,21.54,49.52
Niechanowo,17.41,52.28
Niechlow,16.22,51.42
Niedrzwica Duza,22.23,51.07
Niedzwiada,22.42,51.33
Niedzwiedz,20.05,49.38
Niegoslawice,15.43,51.35
Niegowa,19.29,50.38
Nielisz,23.03,50.48
Niemce,22.38,51.21
Niemcza,16.5,50.43
Niemodlin,17.37,50.38
Niepolomice,20.13,50.02
Nieporet,21.02,52.25
Nieszawa,18.54,52.5
Nieszczyce,16.24,51.33
Nisko,22.08,50.31
Niwiska,21.38,50.13
Nowa Brzeznica,19.11,51.05
Nowa Deba,21.46,50.26
Nowa Karczma,18.12,54.08
Nowa Ruda,16.31,50.35
Nowa Sarzyna,22.21,50.2
Nowa Slupia,21.05,50.52
Nowa Sol,15.43,51.48
Nowa Sucha,20.11,52.09
Nowa Wies Leborska,17.45,54.33
Nowa Wies Wielka,17.06,52.58
Nowe,18.43,53.38
Nowe Brzesko,20.22,50.08
Nowe Miasteczko,15.44,51.42
Nowe Miasto,20.38,52.39
Nowe Miasto Lubawskie,19.35,53.26
Nowe Miasto nad Pilica,20.34,51.37
Nowe Miasto nad Warta,17.25,52.05
Nowe Ostrowy,19.12,52.18
Nowe Piekuty,22.43,52.53
Nowe Skalmierzyce,18,51.43
Nowe Warpno,14.17,53.43
Nowinka,22.58,53.55
Nowodwor,22.05,51.39
Nowogard,15.08,53.4
Nowogrodziec,15.23,51.12
Nowogrod,21.54,53.14
Nowogrod Bobrzanski,16.15,51.48
Nowogrod Pomorski,15.01,52.54
Nowogrodek,25.5,53.36
Nowosolna,19.35,51.48
Nowy Duninow,19.28,52.35
Nowy Dwor,23.33,53.38
Nowy Dwor Gdanski,19.06,54.13
Nowy Dwor Mazowiecki,20.43,52.26
Nowy Kaweczyn,20.15,51.53
Nowy Korczyn,20.49,50.19
Nowy Sacz,20.42,49.37
Nowy Staw,19,54.03
Nowy Targ,20.02,49.29
Nowy Tomysl,16.08,52.19
Nowy Wisnicz,20.27,49.55
Nowy zmigrod,21.32,49.37
Nozdrzec,22.13,49.47
Nur,22.19,52.41
Nurzec-Stacja,23.05,52.28
Nysa,17.2,50.28
Oborniki,16.49,52.38
Oborniki slaskie,16.55,51.18
Obrazow,21.39,50.41
Obrowo,18.53,51.58
Obryte,21.15,52.43
Obrzycko,16.31,52.42
Obsza,22.58,50.19
Ochotnica Dolna,20.19,49.32
Odolanow,17.4,51.34
Odrzywol,20.33,51.31
Ogrodzieniec,19.31,50.27
Ojrzen,20.33,52.47
Okonek,16.51,53.32
Olecko,22.3,54.02
Olesno (czestochowskie),18.25,50.53
Olesno (tarnowskie),20.56,50.13
Oleszyce,23.02,50.1
Olesnica (kieleckie),21.04,50.28
Olesnica (wroclawskie),17.23,51.12
Olkusz,19.04,50.17
Olszanica,22.27,49.29
Olszanka (bialskopodl.),22.4,52.09
Olszanka (opolskie),17.29,50.48
Olszewo-Borki,21.31,53.04
Olszowka,18.52,52.11
Olsztyn,20.3,53.47
Olsztyn (czestochowskie),19.16,50.45
Olsztynek,20.17,53.35
Olszyna,15.22,51.04
Olawa,17.18,50.57
Opalenica,16.24,52.19
Opatowiec,20.43,50.15
Opatow (czestochowskie),18.48,50.58
Opatow (tarnobrzeskie),21.25,50.49
Opatowek,18.13,51.44
Opinogora Gorna,20.43,52.55
Opoczno,20.17,51.23
Opole,17.56,50.4
Opole Lubelskie,21.59,51.09
Oporow,19.34,52.16
Orchowo,18.01,52.3
Orla,23.2,52.42
Orly,22.48,49.53
Orneta,20.08,54.07
Oronsko,20.59,51.19
Orzesze,18.45,50.09
Orzysz,21.57,53.48
Osie,18.21,53.36
Osieck,21.26,51.58
Osieczna,18.12,53.47
Osiecznica,15.25,51.2
Osiek (bielskie),19.05,49.57
Osiek (gdanskie),18.29,53.43
Osiek (tarnobrzeskie),21.26,50.31
Osiek (torunskie),19.23,53.1
Osiek Jasielski,21.29,49.38
Osiek Maly,18.36,52.16
Osielsko,18.04,53.11
Osieciny,18.43,52.38
Osina,15.01,53.36
Osjakow,18.48,51.18
Ostaszewo,18.57,54.13
Ostroleka,21.35,53.05
Ostrorog,16.26,52.38
Ostrowice,15.58,53.38
Ostrowiec swietokrzyski,21.23,50.51
Ostrowite,18.03,52.23
Ostroda,19.58,53.42
Ostrog,26.31,50.2
Ostrow,21.36,50.06
Ostrow Lubelski,22.52,51.3
Ostrow Mazowiecka,21.53,52.48
Ostrow Wielkopolski,17.49,51.38
Ostrowek (lubelskie),22.37,51.35
Ostrowek (sieradzkie),18.37,51.21
Ostrzeszow,17.56,51.25
Oszmina,25.56,54.25
Osno,14.52,52.27
Osno Lubuskie,14.52,52.27
Oswiecim,19.08,50.02
Otmuchow,17.1,50.28
Otwock,21.15,52.07
Otyn,15.43,51.51
Ozimek,18.13,50.41
Ozorkow,19.17,51.58
Ozarow,21.4,50.53
Ozarow Mazowiecki,20.48,52.13
Pabianice,19.22,51.4
Pacanow,21.02,50.24
Pacyna,19.43,52.18
Paczkow,17.01,50.28
Padew Narodowa,21.31,50.26
Pajeczno,19,51.09
Pakoslaw,17.04,51.37
Pakoslawice,17.22,50.32
Pakosc,18.05,52.48
Panki,18.45,50.53
Papowo Biskupie,18.34,53.15
Paprotnia,22.28,52.18
Paradyz,20.06,51.19
Parchowo,17.41,54.13
Parczew,22.55,51.38
Parysow,21.42,51.58
Parzeczew,19.12,51.57
Paslek,19.4,54.04
Pasym,20.47,53.39
Paszowice,16.11,51.02
Pawlosiow,22.4,50
Pawlowice,18.43,49.58
Pawlowiczki,18.03,50.15
Pawlow,21.07,50.58
Pawonkow,18.35,50.42
Patnow,18.38,51.08
Pcim,19.58,49.45
Pelplin,18.42,53.56
Pelczyce,15.18,53.02
Perlejewo,22.34,52.34
Perzow,17.49,51.16
Peclaw,16.14,51.38
Peczniew,18.44,51.49
Pepowo,17.07,51.46
Piaseczno,21.02,52.04
Piaski (leszczynskie),17.04,51.53
Piaski (lubelskie),22.51,51.08
Piastow,20.51,52.11
Piatek,19.28,52.04
Piatnica,22.05,53.11
Piechowice,15.35,50.51
Piecki,21.2,53.45
Piekary slaskie,18.57,50.23
Piekoszow,20.27,50.53
Pielgrzymka,15.49,51.07
Pieniezno,20.08,54.14
Piensk,15.02,51.15
Pierzchnica,20.44,50.42
Pieszyce,16.35,50.43
Pietrowice Wielkie,19.05,50.05
Pilawa,21.32,51.57
Pilchowice,18.34,50.13
Pilica,19.39,50.29
Pilzno,21.17,49.59
Pila,16.45,53.1
Pilawa Gorna,16.44,50.41
Pinczow,20.32,50.32
Pinsk,26.04,52.07
Pionki,21.27,51.29
Piotrkow Trybunalski,19.41,51.24
Piotrkow Kujawski,18.3,52.33
Pisz,21.48,53.38
Piszczac,23.23,51.59
Piwniczna,20.42,49.26
Platerow,22.49,52.18
Platerowka,15.11,51.04
Pleszew,17.47,51.53
Plesna,20.56,49.56
Plaska,23.16,53.54
Plock,19.42,52.33
Ploniawy-Bramura,21.04,52.59
Plonsk,20.23,52.38
Ploskinia,19.56,54.16
Plosnica,20.01,53.16
Ploty,15.16,53.48
Pluznica,18.47,53.18
Pniewy (poznanskie),16.16,52.31
Pniewy (radomskie),20.44,51.55
Pobiedziska,17.17,52.28
Poczesna,19.09,50.43
Poddebice,18.57,51.53
Podedworze,23.13,51.41
Podegrodzie,20.36,49.35
Podgorzyn,15.41,50.5
Podkowa Lesna,20.43,52.07
Pogorzela,17.14,51.48
Pokoj,17.3,50.54
Pokrzywnica,21.01,52.38
Polanica-Zdroj,16.31,50.24
Polanow,16.41,54.07
Police,14.33,53.33
Policzna,21.38,51.27
Polkowice,16.04,51.36
Polska Cerekiew,18.09,50.14
Polajewo,16.43,52.47
Polaniec,21.17,50.26
Polczyn-Zdroj,16.06,53.45
Pomiechowek,20.44,52.28
Poniatowa,22.05,51.12
Poniec,16.48,51.46
Popielow,17.44,50.49
Popow,18.57,51.02
Poraj,19.13,50.41
Porabka,19.13,49.49
Postomino,16.42,54.3
Poswietne (bialostockie),22.5,52.55
Poswietne (piotrkowskie),20.22,51.32
Poswietne (siedleckie),21.25,52.2
Potegowo,17.29,54.29
Potok Gorny,22.32,50.23
Potok Wielki,22.14,50.47
Potworow,20.43,51.31
Pozezdrze,21.52,54.08
Poznan,16.55,52.25
Poznan Grunwald,16.54,52.23
Poznan Jezyce,16.47,52.27
Poznan Nowe Miasto,17.01,52.23
Poznan Stare Miasto,16.56,52.25
Poznan Wilda,16.56,52.23
Prabuty,19.12,53.46
Praszka,18.27,51.03
Prazmow,20.59,51.57
Prochowice,16.23,51.17
Promna,20.58,51.41
Prostki,22.26,53.42
Proszowice,20.17,50.12
Proszkow,17.53,50.35
Pruchnik,22.32,49.54
Prudnik,17.36,50.19
Prusice,16.52,51.22
Pruszcz,18.12,53.2
Pruszcz Gdanski,18.38,54.16
Pruszkow,20.48,52.1
Przasnysz,20.53,53.01
Przechlewo,17.15,53.48
Przeciszow,20.22,50
Przeclaw,21.29,50.12
Przedborz,19.52,51.06
Przedecz,18.54,52.2
Przelewice,15.05,53.06
Przemet,16.18,52.01
Przemkow,15.47,51.32
Przemysl,22.47,49.48
Przerosl,22.39,54.15
Przesmyki,22.35,52.17
Przeworno,17.11,50.41
Przeworsk,22.29,50.03
Przewoz,14.58,51.28
Przodkowo,18.17,54.23
Przybiernow,14.46,53.45
Przygodzice,17.5,51.35
Przykona,18.37,51.58
Przylek,21.45,51.19
Przyrow,19.31,50.48
Przystajn,18.41,50.53
Przysucha,20.38,51.22
Przytoczna,15.4,52.35
Przytuly,22.19,53.22
Przytyk,20.55,51.28
Przywidz,18.19,54.12
Psary,19.08,50.23
Pszczew,15.46,52.28
Pszczolki,18.41,54.11
Pszczyna,18.57,49.59
Puchaczow,22.59,51.18
Puck,18.24,54.44
Pulawy,21.58,51.25
Pultusk,21.05,52.43
Punsk,23.11,54.15
Purda,20.42,53.43
Puszcza Marianska,20.21,51.59
Puszczykowo,16.5,52.17
Pyrzyce,14.53,53.08
Pyskowice,18.38,50.24
Pysznica,22.08,50.34
Pyzdry,17.41,52.1
Raba Wyzna,19.53,49.34
