Adamow (siedleckie),22.15,51.45
Rabka,19.57,49.37
Rachanie,23.33,50.33
Raciaz,20.07,52.47
Raciazek,18.48,52.51
Raciborz,18.14,50.05
Raciechowice,20.08,49.5
Raclawice-Palecznica,20.14,50.2
Raczki,22.47,53.59
Radecznica,22.5,50.46
Radgoszcz,21.07,50.13
Radkow (czestochowskie),19.59,50.43
Radkow (walbrzyskie),16.24,50.3
Radlow (czestochowskie),18.32,50.56
Radlow (tarnowskie),20.51,50.05
Radom,21.1,51.24
Radomin,19.12,53.05
Radomsko,19.27,51.04
Radomysl,21.57,50.41
Radomysl Wielki,21.17,50.12
Radoszyce,20.16,51.04
Radowo Male,15.27,53.4
Radymno,22.5,49.57
Radwanice,15.52,51.34
Radzanowo,19.53,52.35
Radzanow,20.05,52.57
Radziechowy-Wieprz,19.1,49.38
Radziejowice,20.33,52.01
Radziejow,18.31,52.38
Radziemnice,20.14,50.15
Radzilow,22.25,53.25
Radziwillowka,23.02,52.22
Radzymin,21.11,52.25
Radzyn Chelminski,18.56,53.23
Radzyn Podlaski,22.38,51.48
Rajcza,19.06,49.3
Rajgrod,22.42,53.44
Rakoniewice,16.16,52.09
Rakow,21.02,50.41
Rakszawa,22.14,50.12
Ranizow,21.59,50.16
Raszkow,17.44,51.43
Raszyn,20.55,52.08
Rataje,19.26,52.26
Rawa Mazowiecka,20.16,51.46
Rawa Ruska,23.37,50.14
Rawicz,16.52,51.36
Rabino,15.56,53.52
Recz,15.33,53.15
Reda,18.2,54.37
Regimin,20.34,52.57
Rejowiec,23.18,51.06
Rejowiec Fabryczny,23.16,51.07
Renska Wies,18.09,50.19
Repki,22.24,52.23
Resko,15.24,53.46
Reszel,21.09,54.03
Rewal,15,54.04
Reczno,19.51,51.11
Redziny,19.13,50.52
Rogowo (bydgoskie),17.39,52.43
Rogowo (wloclawskie),19.23,52.58
Rogozno,16.59,52.45
Rogow,19.53,51.49
Rogozno,18.56,53.33
Rohatyn,24.37,49.25
Rojewo,18.17,52.54
Rokiciny,19.47,51.4
Rokietnica (poznanskie),16.45,52.31
Rokietnica (przemyskie),22.39,49.54
Rokitno,23.18,52.08
Ropczyce,21.37,50.03
Rossosz,23.09,51.52
Rosciszewo,19.46,52.54
Rozdrazew,17.31,51.46
Rozogi,21.22,53.29
Rozprza,19.38,51.18
Rozwienica,22.36,49.57
Rowne,26.15,50.37
Rozan,21.24,52.53
Ruciane-Nida,21.34,53.39
Ruda-Huta,23.36,51.14
Ruda Maleniecka,20.13,51.19
Ruda slaska,18.52,50.16
Rudna,16.16,51.31
Rudnik (katowickie),18.12,50.08
Rudnik (tarnobrzeskie),22.16,50.27
Rudnik (zamojskie),22.59,50.53
Rudniki,18.36,51.02
Rudziniec,18.25,50.22
Ruja,16.24,51.11
Rumia,18.24,54.34
Rusiec,18.59,51.19
Rusinow,20.35,51.26
Rutka-Tartak,22.58,54.19
Rutki,22.26,53.06
Rybczewice,22.51,51.02
Rybnik,18.33,50.05
Rybno,19.56,53.23
Rychliki,19.31,53.59
Rychtal,17.51,51.09
Rychwal,18.1,52.04
Ryczywol,16.5,52.48
Rydzyna,16.4,51.48
Ryglice,21.08,49.53
Ryjewo,18.57,53.51
Ryki,21.57,51.37
Rymanow,21.53,49.34
Ryman,15.32,53.56
Ryn,21.32,53.56
Rypin,19.24,53.04
Rytwiany,21.12,50.32
Rzasnia,19.03,51.14
Rzasnik,21.21,52.43
Rzeczenica,17.06,53.46
Rzeczniow,21.27,51.08
Rzeczyca,20.18,51.36
Rzekun,21.38,53.03
Rzepiennik Strzyzewski,21.02,49.48
Rzepin,14.49,52.21
Rzeszow,22.01,50.03
Rzewnie,21.21,52.51
Rzezawa,20.31,50
Rzgow (koninskie),18.03,52.09
Rzgow (lodzkie),19.3,51.4
Sabnie,22.18,52.3
Sadki,17.27,53.1
Sadkowice,20.31,51.44
Sadlinki,18.53,53.4
Sadowie,21.23,50.51
Sadowne,21.51,52.38
Sambor,23.11,49.32
Samborzec,21.39,50.39
Sandomierz,21.45,50.41
Sanniki,19.52,52.2
Sanok,22.13,49.33
Santok,15.24,52.44
Sarnaki,22.53,52.19
Sarny,26.36,51.21
Sawin,23.27,51.16
Secemin,19.5,50.46
Sejny,23.21,54.06
Serniki,22.4,51.26
Serock,21.04,52.31
Serokomla,22.19,51.42
Sedziejowice,19.02,51.31
Sedziszow,20.04,50.35
Sedziszow Malopolski,21.42,50.04
Sekowa,21.12,49.37
Sepopol,21.01,54.16
Sepolno Krajenskie,17.32,53.27
Sianow,16.18,54.13
Sicienko,17.47,53.13
Sidra,23.27,53.33
Sieciechow,21.45,51.33
Siedlce,22.17,52.11
Siedlec,16,52.03
Siedlisko,15.48,51.46
Siedliszcze,23.1,51.12
Siekierczyn,15.12,51.08
Siemianowice slaskie,19.02,50.18
Siemiatycze,22.52,52.26
Siemiatkowo Koziebrodz.,20.01,52.53
Siemien,22.36,51.38
Siemkowice,18.54,51.12
Siemysl,15.32,54.02
Sieniawa,22.37,50.11
Siennica,21.37,52.06
Siennica Rozana,23.2,51
Sienno,21.29,51.06
Siepraw,19.58,49.55
Sieradz,18.44,51.36
Sierakowice,17.53,54.22
Sierakow,16.05,52.39
Sieroszewice,17.59,51.38
Sierpc,19.4,52.52
Siewierz,19.14,50.28
Silnowo,16.29,53.37
Sitkowka-Nowiny,20.34,50.49
Sitno,23.23,50.45
Skalbmierz,20.24,50.2
Skala,19.51,50.14
Skarszewy,18.27,54.05
Skaryszew,21.15,51.19
Skarzysko-Kamienna,20.51,51.07
Skawina,19.49,49.59
Skape,15.27,52.09
Skepe,19.21,52.52
Skierbieszow,23.22,50.51
Skierniewice,20.08,51.58
Skoczow,18.43,49.48
Skoki,17.09,52.4
Skolyszyn,21.21,49.45
Skomlin,18.23,51.1
Skoroszyce,17.22,50.35
Skorcz,18.32,53.48
Skorzec,22.08,52.07
Skrwilno,19.37,53.01
Skrzeszew,20.53,52.28
Skrzyszow,21.06,49.59
Skulsk,18.2,52.29
Skwierzyna,15.29,52.36
Slaboszow,20.17,50.23
Slawa,16.04,51.53
Slawatycze,23.34,51.46
Slawkow,19.2,50.17
Slawno (piotrkowskie),20.09,51.23
Slawno (slupskie),16.39,54.22
Slawoborze,15.42,53.53
Slomniki,20.05,50.15
Slonim,25.19,53.06
Slonsk,14.48,52.34
Slubice (gorzowskie),14.34,52.21
Slubice (plockie),19.56,52.23
Slupca,17.53,52.17
Slupia (kieleckie),19.58,50.36
Slupia (skierniewickie),19.58,51.51
Slupsk,17.02,54.28
Smetowo Graniczne,18.41,53.46
Smoldzino,17.13,54.4
Sobienie-Jeziory,21.19,51.56
Sobkow,20.27,50.42
Sobolew,21.41,51.44
Sobotka,16.45,50.54
Sochaczew,20.13,52.14
Sochocin,20.28,52.42
Sokolniki,18.21,51.18
Sokolow Malopolski,22.07,50.14
Sokolow Podlaski,22.16,52.24
Sokoly,22.42,52.59
Sokolka,23.3,53.24
Solec Kujawski,18.14,53.05
Solec nad Wisla,21.47,51.08
Solec-Zdroj,20.53,50.22
Solina,22.27,49.24
Somianka,21.17,52.33
Somonino,18.12,54.17
Sompolno,18.3,52.23
Sonsk,20.43,52.47
Sopot,18.33,54.26
Sorkwity,21.09,53.51
Sosnowica,23.05,51.31
Sosnowiec,19.08,50.17
Sosnowka,23.2,51.46
Sosnicowice,18.32,50.16
Sosnie,17.37,51.28
Sosno,17.41,53.24
Spiczyn,22.46,51.21
Spytkowice,19.3,50
Srokowo,21.31,54.13
Stalowa Wola,22.05,50.34
Stanin,22.12,51.53
Stanislawow (siedleckie),21.33,52.18
Stanislawow,24.43,48.55
Stara Biala,19.38,52.37
Stara Blotnica,20.59,51.33
Stara Dabrowa,15.08,53.25
Stara Kamienica,15.34,50.55
Stara Kiszewa,18.1,53.59
Stara Kornica,22.57,52.11
Starachowice,21.04,51.02
Stare Babice,20.51,52.15
Stare Bogaczowice,16.11,50.52
Stare Czarnowo,14.46,53.17
Stare Juchy,22.11,53.56
Stare Kurowo,15.4,52.52
Stare Miasto,18.13,52.11
Stare Pole,19.12,54.03
Stargard Szczecinski,15.02,53.2
Starogard Gdanski,18.32,53.58
Starozreby,19.58,52.38
Stary Brus,23.18,51.29
Stary Dzierzgon,19.25,53.51
Stary Dzikowiec,21.51,50.16
Staru Dzikow,22.56,50.14
Stary Lubotyn,21.56,52.57
Stary Sacz,20.38,49.34
Stary Targ,19.1,53.56
Stary Zamosc,23.11,50.49
Staszow,21.1,50.34
Stawiguda,20.24,53.39
Stawiski,22.1,53.23
Stawiszyn,18.06,51.55
Staporkow,20.33,51.09
Stegna,19.06,54.2
Stepnica,14.37,53.39
Sterdyn,22.17,52.34
Steszew,16.41,52.17
Stezyca,17.57,54.13
Stoczek,21.54,52.33
Stoczek lukowski,21.58,51.58
Stolno,18.3,53.19
Stopnica,20.56,50.26
Stoszowice,16.38,50.36
Strachowka,21.38,52.25
Strawczyn,20.25,50.57
Stromiec,21.06,51.39
Stronie slaskie,16.52,50.18
Strumien,18.46,49.55
Stryj,23.51,49.16
Strykow,19.35,51.54
Stryszawa,19.32,49.43
Stryszow,19.37,49.5
Strzalkowo,17.49,52.19
Strzegom,16.21,50.58
Strzegowo-Osada,20.17,52.54
Strzelce,19.24,52.19
Strzelce Krajenskie,15.31,52.53
Strzelce Opolskie,18.18,50.31
Strzelce Wielkie,19.08,51.08
Strzeleczki,17.51,50.28
Strzelin,17.04,50.47
Strzelno,18.1,52.38
Strzyzewice,22.27,51.03
Strzyzow,21.47,49.52
Stubno,22.58,49.53
Studzienice,17.35,54.06
Stupsk,20.27,53.01
Subkowy,18.46,54.01
Sucha Beskidzka,19.29,49.44
Suchan,15.19,53.17
Suchedniow,20.5,51.03
Suchowola,23.06,53.35
Suchozebry,22.16,52.16
Suchy Las,16.53,52.28
Sulechow,15.37,52.05
Sulejow,19.52,51.22
Sulejowek,21.16,52.13
Sulecin,15.07,52.27
Suleczyno,17.46,54.14
Sulikow,15.04,51.04
Sulmierzyce,19.12,51.11
Sulkowice,19.48,49.52
Suloszowa,19.44,50.17
Sulow,22.58,50.46
Suprasl,23.2,53.13
Suraz,22.57,52.57
Susiec,23.12,50.25
Susz,19.21,53.43
Suszec,18.48,50.02
Suwalki,22.56,54.06
Swarzedz,17.04,52.24
Sycow,17.43,51.18
Sypniewo,21.18,53.01
Szadek,18.59,51.42
Szamocin,17.07,53.02
Szamotuly,16.34,52.36
Szastarka,22.19,50.52
Szczaniec,15.41,52.16
Szczawin Koscielny,19.37,52.23
Szczawnica,20.28,49.26
Szczawno-Zdroj,16.16,50.49
Szczebrzeszyn,22.59,50.42
Szczecin,14.34,53.26
Szczecinek,16.41,53.43
Szczekociny,19.48,50.38
Szczercow,19.07,51.2
Szczucin,21.04,50.19
Szczuczyn,22.18,53.34
Szczurowa,50.08,20.38
Szczutowo,19.34,52.56
Szczyrk,19.02,49.43
Szczytna,16.26,50.25
Szczytniki,18.2,51.41
Szczytno,20.59,53.34
Szelkow,21.13,52.5
Szemud,18.14,54.29
Szepietowo,22.33,52.52
Szerzyny,21.14,49.49
Szklarska Poreba,15.32,50.5
Szlichtyngowa,16.15,51.43
Szprotawa,15.32,51.34
Szrensk,20.07,53.01
Sztabin,23.07,53.41
Sztum,19.02,53.56
Sztutowo,19.1,54.2
Szubin,17.45,53.01
Szudzialowo,23.4,53.17
Szumowo,22.06,52.56
Szydlowiec,20.51,51.14
Szydlowo,16.36,53.1
Szydlow,21,50.36
Szypliszki,23.04,54.15
scinawa,16.26,51.25
slesin,18.18,52.22
sliwice,18.1,53.43
smigiel,16.32,52.01
sniadowo,21.59,53.02
srem,17.01,52.05
sroda slaska,16.35,51.09
sroda Wielkopolska,17.16,52.14
swiatki,20.15,53.55
swiatniki Gorne,19.58,49.56
swidnica (walbrzyskie),16.29,50.5
swidnica (zielonogor.),15.25,51.53
swidnik,22.41,51.12
swidwin,15.47,53.47
swiebodzice,16.2,50.52
swiebodzin,15.32,52.15
swiecie,18.26,53.25
swiecie nad Osa,19.06,53.27
swiedziebnia,19.33,53.09
swieradow-Zdroj,15.21,50.54
swiercze,20.46,52.41
swierczow,17.46,50.58
swierklaniec,18.56,50.26
swierklany,18.36,50.02
swierzawa,15.54,51.01
swierzno,14.57,53.57
swieszyno,16.1,54.07
swieciechowa,16.31,51.52
swieta Katarzyna,17.07,51.02
swietajno (olsztynskie),21.13,53.34
swietajno (suwalskie),22.2,54
swietochlowice,18.55,50.19
swilcza,21.55,50.05
swinice Warckie,18.56,52.02
swinna,19.15,49.4
swinoujscie,14.15,53.55
Tarczyn,20.5,51.59
Tarlow,21.43,51
Tarnawatka,23.24,50.32
Tarnobrzeg,21.41,50.35
Tarnogrod,22.45,50.21
Tarnopol,25.36,49.34
Tarnowiec,21.36,49.43
Tarnowo Podgorne,16.4,52.28
Tarnowskie Gory,18.52,50.27
Tarnow,21,50.02
Tarnow Opolski,18.05,50.35
Tarnowka,16.5,53.21
Tatrzanska,19.57,49.18
Tapkowice,19.02,50.27
Tczew,18.43,54.06
Tczow,21.27,51.2
Telatyn,23.5,50.32
Teresin,20.25,52.12
Terespol,23.37,52.05
Tereszpol,22.53,50.34
Tluchowo,19.28,52.45
Tluszcz,21.27,52.26
Tokarnia,19.53,49.44
Tolkmicko,19.31,54.19
Tomaszow Lubelski,23.25,50.27
Tomaszow Mazowiecki,20.02,51.32
Tomice,19.29,49.54
Topolka,18.43,52.31
Torun,18.37,53.02
Torzym,15.04,52.19
Toszek,18.31,50.28
Trawniki,23.01,51.08
Trabki Wielkie,18.32,54.1
Trojanow,21.5,51.42
Troszyn,21.44,53.02
Tryncza,22.33,50.1
Trzcianka,16.28,53.03
Trzcianne,22.41,53.21
Trzciel,15.52,52.22
Trzcinica,18.01,51.1
Trzcinsko-Zdroj,14.35,52.58
Trzebiatow,15.15,54.04
Trzebiechow,15.44,52.02
Trzebiel,14.49,51.38
Trzebielino,17.06,54.12
Trzebieszow,22.33,51.59
Trzebinia,19.28,50.1
Trzebnica,17.04,51.18
Trzebownisko,22.02,50.05
Trzemeszno,17.49,52.34
Trzeszczany,23.44,50.49
Trzyciaz,19.46,50.19
Trzydnik Duzy,22.09,50.51
Tuchola,17.51,53.36
Tuchomie,17.2,54.07
Tuchow,21.03,49.54
Tuczepy,20.59,50.31
Tuczna,23.26,51.53
Tuczno,16.08,53.11
Tuliszkow,18.18,52.04
Tulowice,20.17,52.22
Tuplice,14.49,51.4
Turawa,18.05,50.44
Turek,18.3,52.01
Turobin,22.45,50.49
Turosl,21.44,53.23
Turosn Koscielna,23.03,53.01
Tuszow Narodowy,21.28,50.22
Tuszyn,19.32,51.36
Twardogora,17.28,51.22
Tworog,18.43,50.33
Tychowo,16.15,53.55
Tychy,18.59,50.08
Tychy Paprocany,19,50.06
Tyczyn,22.02,49.58
Tykocin,22.46,53.12
Tymbark,20.19,49.44
Tyrawa Woloska,22.22,49.34
Tyszowice,23.41,50.37
Uchanie,23.39,50.55
Udanin,16.27,51.02
Ujazd (opolskie),18.21,50.24
Ujazd (piotrkowskie),19.55,51.36
Ujsoly,19.09,49.29
Ujscie,16.44,53.04
Ulan-Majorat,22.29,51.48
Ulanow,22.17,50.3
Ulhowek,23.48,50.27
Ulez,22.07,51.36
Uniejow,18.48,51.58
Unislaw,18.23,53.13
Urszulin,23.12,51.24
Urzedow,22.09,51
Ustka,16.51,54.35
Ustronie Morskie,15.45,54.13
Ustron,18.49,49.43
Ustrzyki Dolne,22.36,49.26
Uscie Gorlickie,21.08,49.31
Uscimow,22.56,51.28
Wadowice,19.3,49.53
Wadowice Gorne,21.18,50.16
Walce,18,50.22
Walim,16.27,50.42
Walbrzych,16.17,50.47
Walcz,16.27,53.16
Wapno,17.28,52.54
Warka,21.12,51.47
Warlubie,18.38,53.35
Warnice,14.59,53.15
Warszawa,21.02,52.12
Warszawa Mokotow,21.03,52.09
Warszawa Ochota,20.59,52.12
Warszawa Praga Poludnie,21.1,52.12
Warszawa Praga Polnoc,21.03,52.17
Warszawa srodmiescie,21.01,52.13
Warszawa Wola,20.56,52.14
Warszawa zoliborz,20.56,52.16
Warta,18.38,51.42
Warta Boleslawiecka,15.39,51.14
Wartkowice,19.01,51.58
Wasilkow,23.12,53.12
Wasniow,20.13,50.54
Wabrzezno,18.57,53.17
Wachock,21.01,51.05
Wadroze Wielkie,16.2,51.07
Wagrowiec,17.12,52.48
Wapielsk,19.17,53.08
Wasewo,21.41,52.53
Wasosz,16.41,51.34
Wawolnica,22.09,51.17
Wejherowo,18.15,54.36
Werbkowice,23.46,50.45
Wegierska Gorka,19.07,49.37
Wegliniec,15.13,51.17
Wegorzewo,21.45,54.13
Wegorzyno,15.33,53.32
Wegrow,22.01,52.24
Wiazowna,21.18,52.11
Wiazownica,22.42,50.05
Wiazow,17.17,50.49
Wicko,17.37,54.4
Widawa,18.57,51.26
Widuchowa,14.22,53.07
Wieczfnia Koscielna,20.29,53.12
Wielbark,20.56,53.24
Wielen,16.1,52.54
Wielgie,19.16,52.45
Wielgomlyny,19.46,51.01
Wielichowo,16.21,52.07
Wieliczka,20.03,49.59
Wieliczki,22.34,53.59
Wielka Nieszawka,18.29,53
Wielka Wies,19.51,50.1
Wielke Oczy,23.1,50.01
Wielopole Skrzynskie,21.37,49.57
Wielowies,18.37,50.31
Wielun,18.34,51.13
Wieniawa,20.48,51.22
Wieprz,19.22,49.54
Wieruszow,18.1,51.17
Wierzbica (chelmskie),23.19,51.16
Wierzbica (radomskie),21.05,51.15
Wierzbinek,18.31,52.26
Wierzbno,21.51,52.18
Wierzchlas,18.4,51.12
Wierzchoslawice,20.52,50.02
Wierzchowo,16.06,53.27
Wietrzychowice,20.46,50.12
Wiecbork,17.29,53.21
Wijewo,16.11,51.55
Wilamowice,19.09,49.55
Wilczeta,19.53,54.1
Wilczyce,21.4,50.45
Wilczyn,18.1,52.29
Wilejka,26.53,54.3
Wilga,21.23,51.52
Wilkolaz,22.21,51.01
Wilkowice,19.06,49.46
Wilkow (lubelskie),21.53,51.16
Wilkow (opolskie),17.39,51.06
Wilno,25.19,54.41
Winnica,20.57,52.39
Winsko,16.37,51.23
Wiskitki,20.23,52.05
Wisla,18.52,49.39
Wisznia Mala,17.03,51.15
Wisznice,23.13,51.48
Wislica,20.41,50.21
Wisniew,22.17,52.05
Wisniewo,20.21,53.04
Wisniowa (krakowskie),20.06,49.48
Wisniowa (rzeszowskie),21.39,49.52
Witkowo,17.47,52.26
Witnica,14.53,52.41
Witonia,19.18,52.08
Wizna,22.23,53.13
Wizajny,22.52,54.22
Wlen,15.41,51.01
Wladyslawowo,18.24,54.48
Wladyslawow,18.29,52.06
Wloclawek,19.03,52.39
Wlodawa,23.33,51.33
Wlodowice,19.27,50.33
Wlodzimierz Wolynski,24.2,50.51
Wloszakowice,16.22,51.56
Wloszczowa,19.58,50.51
Wodynie,21.57,52.02
Wodzierady,19.09,51.43
Wodzislaw,20.11,50.31
Wodzislaw slaski,18.28,50.01
Wohyn,22.47,51.46
Wojaszowka,21.41,49.47
Wojciechowice,21.35,50.51
Wojciechow,22.15,51.14
Wojcieszkow,22.19,51.46
Wojcieszow,15.55,50.58
Wojnicz,20.5,49.58
Wojslawice,23.33,50.55
Wola Krzysztoporska,19.35,51.21
Wola Myslowska,21.57,51.51
Wola Uhruska,23.38,51.19
Wolanow,20.59,51.23
Wolborz,19.5,51.31
Wolbrom,19.46,50.23
Wolin,14.31,53.5
Wolsztyn,16.07,52.07
Wolczyn,18.03,51.01
Wolkowysk,24.28,53.1
Wolomin,21.14,52.21
Wolow,16.39,51.21
Wozniki,19.04,50.35
Wolka,22.39,51.16
Wreczyca Wielka,18.55,50.5
Wroclaw,17.02,51.07
Wroclaw Fabryczna,16.57,51.08
Wroclaw Krzyki,17.04,51.08
Wroclaw Psie Pole,17.07,51.08
Wroclaw Stare Miasto,17.03,51.06
Wroclaw srodmiescie,17.03,51.07
Wronki,16.22,52.43
Wroblew,18.37,51.36
Wrzesnia,17.35,52.2
Wschowa,16.18,51.48
Wydminy,22.02,53.59
Wymiarki,15.05,51.31
Wyryki,23.23,51.33
Wyrzysk,17.16,53.09
Wysoka,17.04,53.11
Wysokie,22.4,50.45
Wysokie Mazowieckie,22.3,52.55
Wyszki,22.59,52.51
Wyszkow,21.27,52.36
Wyszogrod,20.12,52.23
Wysmierzyce,20.48,51.38
Zabierzow,19.48,50.07
Zabludow,23.21,53.01
Zabor,15.43,51.57
Zabrodzie,21.26,52.3
Zabrze,18.47,50.18
Zadzim,18.51,51.46
Zagnansk,20.41,50.58
Zagorow,17.54,52.1
Zagorz,22.16,49.31
Zagrodno,15.52,51.12
Zakliczyn,20.49,49.51
Zaklikow,22.07,50.46
Zakopane,19.57,49.18
Zakroczym,20.37,52.26
Zakrzew (radomskie),21,51.27
Zakrzew (zamojskie),22.36,50.54
Zakrzewo (pilskie),17.08,53.25
Zakrzewo (wloclawskie),18.37,52.45
Zakrzowek,22.22,50.56
Zalesie,23.23,52.02
Zaleszany,21.54,50.39
Zalewo,19.36,53.51
Zaluski,20.31,52.32
Zambrow,22.15,52.59
Zamosc,23.16,50.43
Zaniemysl,17.1,52.1
Zapolice,18.53,51.32
Zareby Koscielne,22.08,52.46
Zarszyn,49.35,22.01
Zarzecze,22.32,49.59
Zator,19.26,49.59
Zatory,21.11,52.36
Zawady,22.39,53.09
Zawadzkie,18.29,50.37
Zawichost,21.51,50.49
Zawidow,15.04,51.01
Zawidz,19.52,52.49
Zawiercie,19.25,50.3
Zawoja,19.34,49.4
Zawonia,17.12,51.19
Zabki,21.07,52.17
Zabkowice slaskie,16.49,50.35
Zbaszynek,15.49,52.15
Zbaszyn,15.55,52.15
Zbiczno,19.23,53.2
Zblewo,18.2,53.56
Zbojna,21.47,53.15
Zbojno,19.09,53
Zbroslawice,18.45,50.25
Zbuczyn Poduchowny,22.06,52.06
Zduny (kaliskie),17.22,51.38
Zduny (skierniewickie),19.48,52.09
Zdunska Wola,18.56,51.36
Zdzieszowice,18.07,50.25
Zebrzydowice,18.37,49.53
Zelow,19.13,51.28
Zembrzyce,19.36,49.46
Zebowice,18.21,50.46
Zgierz,19.25,51.52
Zgorzelec,15.01,51.09
Zielona Gora,15.3,51.56
Zielonka,21.09,52.18
Zielonki,19.55,50.07
Ziebice,17.03,50.37
Zlawies Wielka,18.2,53.06
Zlocieniec,16,53.32
Zloczew,18.37,51.25
Zloczow,24.52,49.47
Zlota,20.36,50.23
Zlotniki Kujawskie,18.09,52.54
Zlotoryja,15.55,51.08
Zlotow,17.02,53.22
Zloty Stok,16.52,50.27
Zwierzyn,15.33,52.49
Zwierzyniec,22.58,50.37
Zwolen,21.36,51.22
zabia Wola,20.41,52.02
zabno,20.53,50.07
zagan,15.19,51.37
zarki,19.22,50.38
zarnowiec,19.52,50.29
zarnow,20.11,51.15
zarow,16.3,50.57
zary,15.08,51.38
zelechow,21.54,51.49
zegocina,20.25,49.48
zelazkow,18.11,51.51
zelechlinek,20.02,51.43
zelechow,21.54,51.49
zerkow,17.34,52.04
zmigrod,16.54,51.28
zmudz,23.4,51.01
znin,17.43,52.51
zolynia,22.18,50.1
zory,18.42,50.03
zolkiewka,22.5,50.54
zorawina,17.03,50.59
zukowice,15.59,51.4
zukowo,18.21,54.21
zurawica,22.47,49.49
zuromin,19.54,53.04
zychlin,19.37,52.15
zyrakow,21.25,50.06
zyrardow,20.26,52.03
zyrzyn,22.06,51.3
zytno,19.37,50.56
zywiec,19.12,49.42
